,Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum
2173,Uhs Southwest,2121 Sw 36th St,BEXAR,San Antonio,NA,900,NA,100,NA,NA,1000
2174,Uhs Southwest School Based Clinic,11914 Dragon Ln,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100
2175,Uhs Zarzamora Clinic,4503 S Zarzamora St,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100
2176,Umc El Paso Clinic Ysleta,300 S Zaragoza Rd,EL PASO,El Paso,NA,500,NA,600,NA,NA,1100
2177,Umc El Paso Neighborhood Health Fabens,101 Potasio,EL PASO,Fabens,NA,300,NA,600,NA,NA,900
2178,UMC Internal Medicine,808 Joliet Ave,LUBBOCK,Lubbock,NA,NA,NA,200,NA,NA,200
2179,Umc Neighborhood Healthcare Center West,6600 N Desert Blvd,EL PASO,El Paso,NA,500,NA,600,NA,NA,1100
2180,Umc Nhc East,1521 Joe Battle Blvd.,EL PASO,El Paso,NA,500,NA,600,NA,NA,1100
2181,"Umcp, Lakeridge Urgent Care",5130 82nd St,LUBBOCK,Lubbock,NA,NA,NA,100,NA,NA,100
2182,United Market St Pharmacy 562,11999 Dallas Pkwy,COLLIN,Frisco,NA,500,NA,100,NA,NA,600
2183,United Market St. Pharmacy 564,700 N Denton Tap Rd,DALLAS,Coppell,NA,NA,NA,100,NA,NA,100
2184,United Memorial Medical Center,510 West Tidwell Road,HARRIS,Houston,NA,300,300,NA,NA,NA,600
2185,UNITED PHARMACY #539,1414 WEST WILSON,HUTCHINSON,Borger,NA,100,NA,100,NA,NA,200
2186,United Pharmacy #548,3301 South 14th Street,TAYLOR,Abilene,NA,300,NA,100,NA,NA,400
2187,United Pharmacy 505,401 Slide Rd,LUBBOCK,Lubbock,NA,200,NA,NA,NA,NA,200
2188,United Pharmacy 506,1701 50th St,LUBBOCK,Lubbock,NA,300,NA,NA,NA,NA,300
2189,United Pharmacy 509,511 College Ave,HOCKLEY,Levelland,NA,NA,NA,100,NA,NA,100
2190,United Pharmacy 513,3000 Wilbarger St,WILBARGER,Vernon,NA,NA,NA,100,NA,100,200
2191,United Pharmacy 514,1000 W 11th St,HARDEMAN,Quanah,NA,NA,NA,200,NA,NA,200
2192,United Pharmacy 515,311 South Ave D.,WICHITA,Burkburnett,NA,NA,NA,100,NA,NA,100
2193,United Pharmacy 516,4516 Old Jacksboro Hwy,WICHITA,Wichita Falls,NA,NA,NA,100,NA,NA,100
2194,United Pharmacy 518,2105 Avenue F Nw,CHILDRESS,Childress,NA,NA,NA,100,NA,NA,100
2195,United Pharmacy 520,1229 State Highway 16 S,YOUNG,Graham,NA,NA,NA,100,NA,NA,100
2196,United Pharmacy 521,2522 Iowa Park Road,WICHITA,Wichita Falls,NA,NA,NA,100,NA,NA,100
2197,United Pharmacy 522,4701 S Washington St,RANDALL,Amarillo,NA,NA,NA,200,NA,NA,200
2198,United Pharmacy 523,5601 W Amarillo Blvd,POTTER,Amarillo,NA,300,NA,NA,NA,NA,300
2199,United Pharmacy 525,2802 Hwy 83 South,OCHILTREE,Perryton,NA,NA,NA,100,NA,100,200
2200,United Pharmacy 526,2530 S Georgia St,POTTER,Amarillo,NA,200,NA,NA,NA,NA,200
2201,United Pharmacy 527,1501 E Amarillo Blvd,POTTER,Amarillo,NA,NA,NA,100,NA,NA,100
2202,United Pharmacy 528,1420 NORTH HOBART,GRAY,Pampa,NA,NA,NA,NA,NA,100,100
2203,United Pharmacy 529,5807 Sw 45th Ave Ste 100,RANDALL,Amarillo,NA,500,NA,100,NA,NA,600
2204,United Pharmacy 530,3553 South Soncy,RANDALL,Amarillo,NA,NA,NA,100,NA,NA,100
2205,United Pharmacy 532,201 N 23rd St,RANDALL,Canyon,NA,300,NA,100,NA,100,500
2206,United Pharmacy 533,3400 River Rd,POTTER,Amarillo,NA,100,NA,NA,NA,NA,100
2207,United Pharmacy 534,1601 Tennessee Ave,HARTLEY,Dalhart,NA,NA,100,100,NA,100,300
2208,United Pharmacy 536,1401 Tahoka Rd,TERRY,Brownfield,NA,100,NA,NA,NA,100,200
2209,United Pharmacy 547,920 N Willis St,TAYLOR,Abilene,NA,NA,NA,200,NA,NA,200
2210,United Pharmacy 549,3500 College Ave,SCURRY,Snyder,NA,NA,NA,100,NA,NA,100
2211,United Pharmacy 550,104 W 9th St,BAILEY,Muleshoe,NA,NA,NA,100,NA,NA,100
2212,United Pharmacy 551,8010 Frankford Ave,LUBBOCK,Lubbock,NA,NA,NA,100,NA,NA,100
2213,United Pharmacy 552,6313 4th Street,LUBBOCK,Lubbock,NA,NA,NA,100,NA,NA,100
2214,United Pharmacy 554,300 E Commerce St,BROWN,Brownwood,NA,NA,NA,NA,NA,100,100
2215,United Pharmacy 555,12815 Indiana Ave,LUBBOCK,Lubbock,NA,400,NA,NA,NA,NA,400
2216,United Pharmacy 574,2160 Pine St,TAYLOR,Abilene,NA,NA,NA,100,NA,NA,100
2217,United Pharmacy 578,505 S Access Rd W,CALLAHAN,Clyde,NA,200,NA,NA,NA,100,300
2218,United Regional Health Care System,1600 11th Street,WICHITA,Wichita Falls,NA,NA,1775,NA,NA,NA,1775
2219,United Regional Health Care System,NA,WICHITA,Wichita Falls,975,NA,NA,NA,NA,NA,975
2220,"University Health Services, UT-Austin",100 W. Dean Keeton,TRAVIS,Austin,NA,200,NA,NA,NA,NA,200
2221,University Health System,4502 Medical Dr,BEXAR,San Antonio,NA,NA,NA,NA,10725,NA,10725
2222,University Health System - Inpatient,4502 Medical Dr,BEXAR,San Antonio,5850,975,7450,975,NA,10725,25975
2223,University Health System - Robert B Green Campus,903 W Martin St,BEXAR,San Antonio,NA,1600,NA,NA,NA,NA,1600
2224,UNIVERSITY MEDICAL CENTER LUBBOCK,602 Indiana Ave,LUBBOCK,Lubbock,NA,NA,3050,NA,NA,NA,3050
2225,UNIVERSITY MEDICAL CENTER LUBBOCK,NA,LUBBOCK,Lubbock,1950,NA,NA,NA,NA,NA,1950
2226,University Medical Center of El Paso,4815 Alameda Ave,EL PASO,El Paso,2925,1950,NA,1950,5000,5000,16825
2227,UNIVERSITY OF TEXAS MEDICAL BRANCH ,301 University Blvd,GALVESTON,Galveston,NA,NA,3500,NA,NA,NA,3500
2228,University Of Texas Medical Branch - Clear Lake,200 Blossom,HARRIS,Webster,NA,NA,300,200,NA,975,1475
2229,University Of Texas Medical Branch - Clear Lake,NA,HARRIS,Webster,975,NA,NA,NA,NA,NA,975
2230,University Of Texas Medical Branch Hospital,301 University Blvd,GALVESTON,Galveston,2925,1950,2750,NA,NA,3900,11525
2231,University Of Texas Medicine,8300 Floyd Curl Dr,BEXAR,San Antonio,NA,2500,NA,NA,NA,NA,2500
2232,University Of Texas Medicine Hill Country,25723 Old Federicksberg Rd,BEXAR,Boerne,NA,500,NA,NA,NA,NA,500
2233,Urgent Health Solutions,525 N Brentwood,ANGELINA,Lufkin,NA,900,NA,100,NA,NA,1000
2234,Usmd Hospital At Arlington Pharmacy,801 W Interstate 20,TARRANT,Arlington,NA,NA,500,NA,NA,NA,500
2235,USMD Las Colinas,6750 N. MacArthur Blvd,DALLAS,Irving,NA,500,NA,NA,NA,NA,500
2236,Ut Health Austin (Dell Medical School),1601 Trinity Avenue,TRAVIS,Austin,NA,1950,NA,NA,NA,1950,3900
2237,UT Health Austin (Dell Medical School),NA,TRAVIS,Austin,2925,NA,NA,NA,NA,NA,2925
2238,Ut Health East Texas Athens,2000 S Palestine St # 40024,HENDERSON,Athens,NA,NA,NA,NA,100,NA,100
2239,UT Health Henderson Hospital,300 Wilson St,DEWITT,Henderson,NA,NA,NA,NA,100,NA,100
2240,Ut Health Jacksonville Hospital,501 S Ragsdale St,CHEROKEE,Jacksonville,NA,NA,NA,NA,100,NA,100
2241,Ut Health Pittsburg Hospital,2701 Us Highway 271 N,CAMP,Pittsburg,NA,NA,NA,NA,100,NA,100
2242,Ut Health Quitman Hospital,117 N Winnsboro St,WOOD,Quitman,NA,NA,NA,NA,100,NA,100
2243,UT Health RGV Edinburg,NA,HIDALGO,Edinburg,1950,NA,NA,NA,NA,NA,1950
2244,Ut Health Rgv Employee Health Edinburg,1210 W Schunior St,HIDALGO,Edinburg,NA,NA,975,1950,NA,975,3900
2245,Ut Health Rgv Multispecialty,2106 Treasure Hills Blvd Ste 1.326,CAMERON,Harlingen,NA,500,NA,NA,NA,NA,500
2246,UT Health San Antonio Verde Hills PCC,10350 Bandera Rd Ste 140,BEXAR,San Antonio,NA,200,NA,NA,NA,NA,200
2247,UT Health Science Center Tyler,11937 Us Highway 271,SMITH,Tyler,NA,NA,NA,1000,1500,1950,4450
2248,UT Health Science Center Tyler,NA,SMITH,Tyler,3900,NA,NA,NA,NA,NA,3900
2249,Ut Health Shavano Park Pcc,14530 Nw Military Hwy # 108,BEXAR,San Antonio,NA,700,NA,NA,NA,NA,700
2250,"Ut Heath Westover Hills Clinic, - San Antonio ","11212 State Highway 151, Suite 100 Sa Tx 7",BEXAR,San Antonio,NA,1000,NA,NA,NA,NA,1000
2251,UT MD Anderson Cancer Center,1515 Holcombe Blvd,HARRIS,Houston,4875,975,4850,NA,NA,4875,15575
2252,UT Medicine,3939 Medical Dr Ste 100,BEXAR,San Antonio,NA,2000,NA,NA,NA,NA,2000
2253,Ut Physicians,8810 Highway 6 Ste 100,FORT BEND,Missouri City,NA,200,NA,100,NA,NA,300
2254,Ut Physicians Greens Clinic,550 Greens Parkway Ste 150,HARRIS,Houston,NA,NA,NA,300,NA,NA,300
2255,Ut Physicians Multispecialty-Jensen,2620 E Crosstimbers St Ste 100,HARRIS,Houston,NA,NA,NA,100,NA,NA,100
2256,UT PHYSICIANS MULTISPECIALTY CLINIC-VICTORY,7364 Antoine Dr,HARRIS,Houston,NA,NA,NA,500,NA,NA,500
2257,UT Southwestern Medical Center,5323 Harry Hines Blvd,DALLAS,Dallas,5850,975,7950,1700,10000,10725,37200
2258,UTHealth Carthage,409 West Cottage Road,PANOLA,Carthage,NA,NA,NA,NA,100,NA,100
2259,UTHealth RGV AHEC Primary Care At Bob Clark,9901 California Rd.,CAMERON,Brownsville,NA,NA,NA,100,NA,NA,100
2260,UTHEALTH RGV Family Health,2810 W. Expressway 83,HIDALGO,Mercedes,NA,400,NA,NA,NA,975,1375
2261,UTHealth RGV PRIMARY CARE,230 N. 86TH ST,HIDALGO,Edinburg,NA,NA,NA,NA,100,NA,100
2262,Utmb-Angleton Danbury Campus,132 E Hospital Dr,BRAZORIA,Angleton,NA,500,NA,NA,NA,NA,500
2263,Utp Heights Clinic,925 N Shepherd Dr,HARRIS,Houston,NA,NA,NA,100,NA,NA,100
2264,Uvalde Memorial Hospital,1025 Garner Field Rd.,UVALDE,Uvalde,NA,400,NA,100,100,975,1575
2265,Vaccine Machine,4501 Spicewood Sprigs Rd,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
2266,Val Verde Rural Health Clinic,1801 N. Bedell,VAL VERDE,Del Rio,NA,500,NA,500,NA,975,1975
2267,Valley Baptist Family Practice Residency,2222 Benwood St,CAMERON,Harlingen,NA,600,NA,NA,NA,NA,600
2268,Valley Baptist Medical Center,2101 Pease St,CAMERON,Harlingen,NA,NA,800,NA,NA,NA,800
2269,Valley Baptist Medical Center,NA,CAMERON,Harlingen,2925,NA,NA,NA,NA,NA,2925
2270,Valley Baptist Medical Center Brownsville,1040 W Jefferson St,CAMERON,Brownsville,NA,900,NA,NA,NA,NA,900
2271,"Valley Doctors Clinic Of Brownsville, Pllc",2300 Central Blvd,CAMERON,Brownsville,NA,NA,NA,100,NA,NA,100
2272,Valley Health Clinic,2542 Central Palm Drive,STARR,Rio Grande City,NA,100,NA,NA,NA,NA,100
2273,Valley House Calls Pllc,1795 W Us Highway 77,CAMERON,San Benito,NA,1000,NA,NA,NA,NA,1000
2274,Valley Medical Art Clinic,5201 N 10th St,HIDALGO,McAllen,NA,500,NA,NA,NA,NA,500
2275,Valley Regional Medical Center,100A E. Alton Gloor,CAMERON,Brownsville,NA,600,100,NA,300,NA,1000
2276,Van Horn Rural Health Clinic,Eisenhower Rd Fm 2185,CULBERSON,Van Horn,NA,100,NA,NA,NA,200,300
2277,Vaxanation Mobile Vaccination Clinic,14655 North West Fwy,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
2278,Vcare Clinics - Carrollton,1445 Mac Arthur Dr,DALLAS,Carrollton,NA,100,NA,NA,NA,NA,100
2279,Vcare Clinics - Houston,8121 Broadway St,HARRIS,Houston,NA,200,NA,NA,NA,NA,200
2280,Vcare Clinics - Pasadena,2615 Strawberry Rd,HARRIS,Pasadena,NA,NA,NA,100,NA,NA,100
2281,Victoria County Public Health Department,2805 N Navarro,VICTORIA,Victoria,NA,100,NA,NA,NA,1000,1100
2282,Victoria Fire Department,1703 E. Airline,VICTORIA,Victoria,NA,200,NA,NA,NA,NA,200
2283,Vik Complete Care Lakeway,1518 Ranch Rd. 620 S. Bldg. H,TRAVIS,Austin,NA,NA,NA,300,NA,NA,300
2284,Village Medical,102 N Friendswood Dr Ste 100,GALVESTON,Friendswood,NA,NA,NA,100,NA,NA,100
2285,Village Medical- Clear Creek,302 Highway 3 S,GALVESTON,League City,NA,400,NA,NA,NA,NA,400
2286,Village Medical - Memorial,9055 Katy Fwy Ste 200,HARRIS,Houston,NA,500,NA,NA,NA,NA,500
2287,Village Medical Center At Alden Bridge,8000 Research Forest Dr Ste 360,MONTGOMERY,Spring,NA,500,NA,NA,NA,NA,500
2288,Vital Family Practice Center,1900 Oates Dr,DALLAS,Mesquite,NA,500,NA,NA,NA,NA,500
2289,VITALANT,2523 48th Street,LUBBOCK,Lubbock,NA,200,NA,NA,NA,NA,200
2290,Waco-McLennan County Public Health District,225 W Waco Dr,MCLENNAN,Waco,NA,NA,NA,NA,1500,NA,1500
2291,Waco Center for Youth,3501 N. 19th St.,MCLENNAN,Waco,NA,300,NA,NA,NA,NA,300
2292,Waco Internal Medicine Associates,301 Richland W Cir,MCLENNAN,Waco,NA,NA,NA,100,NA,NA,100
2293,Wadley Regional Medical Center,1000 Pine,BOWIE,Texarkana,NA,NA,200,NA,200,NA,400
2294,Wadley Regional Medical Center,NA,BOWIE,Texarkana,975,NA,NA,NA,NA,NA,975
2295,Walgreens #21173,1600 COIT RD,COLLIN,Plano,NA,NA,NA,100,NA,NA,100
2296,Walgreens 11515,5000 Teasley Ln,DENTON,Denton,NA,NA,NA,100,NA,NA,100
2297,Walgreens 15993,2341 EAST MAIN,MAVERICK,Eagle Pass,NA,NA,NA,100,NA,NA,100
2298,Walgreens Pharmacy 01970,3407 Wells Branch Pkwy,TRAVIS,Austin,NA,NA,NA,100,NA,NA,100
2299,Walgreens Pharmacy 03081,1408 N 16th St,ORANGE,Orange,NA,NA,NA,100,NA,100,200
2300,Walgreens Pharmacy 03911,2001 Custer Rd,COLLIN,Plano,NA,NA,NA,100,NA,NA,100
2301,Walgreens Pharmacy 03917,922 E King Ave,KLEBERG,Kingsville,NA,NA,NA,100,NA,NA,100
2302,Walgreens Pharmacy 04013,18207 Midway Rd,DENTON,Dallas,NA,NA,NA,100,NA,NA,100
2303,Walgreens Pharmacy 04014,1804 E Hebron Pkwy,DENTON,Carrollton,NA,NA,NA,100,NA,NA,100
2304,Walgreens Pharmacy 04027,5200 Westheimer Rd,HARRIS,Houston,NA,NA,NA,100,NA,NA,100
2305,Walgreens Pharmacy 04100,51 Dixie Dr,BRAZORIA,Clute,NA,NA,NA,100,NA,NA,100
2306,Walgreens Pharmacy 04113,1620 S Gordon St,BRAZORIA,Alvin,NA,NA,NA,100,NA,NA,100
2307,Walgreens Pharmacy 04161,8206 Highway 6 N,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
2308,Walgreens Pharmacy 04171,2050 Long Prairie Rd,DENTON,Flower Mound,NA,NA,NA,100,NA,NA,100
2309,Walgreens Pharmacy 04373,1001 Loop 274,BRAZORIA,Angleton,NA,NA,NA,100,NA,NA,100
2310,Walgreens Pharmacy 04587,2360 Justin Rd,DENTON,Highlands,NA,NA,NA,100,NA,NA,100
2311,Walgreens Pharmacy 04663,3001 Eldorado Pkwy,COLLIN,McKinney,NA,NA,NA,100,NA,NA,100
2312,Walgreens Pharmacy 04719,5297 State Highway 121,DENTON,The Colony,NA,NA,NA,100,NA,NA,100
2313,Walgreens Pharmacy 04786,5049 Preston Rd,COLLIN,Frisco,NA,NA,NA,100,NA,NA,100
2314,Walgreens Pharmacy 04787,1226 W Mcdermott Dr,COLLIN,Allen,NA,NA,NA,100,NA,NA,100
2315,Walgreens Pharmacy 04818,8801 Lakeview Pkwy,ROCKWALL,Rowlett,NA,NA,NA,100,NA,NA,100
2316,Walgreens Pharmacy 04860,510 E Main St,COLLIN,Allen,NA,NA,NA,100,NA,NA,100
2317,Walgreens Pharmacy 04875,3033 S 14th St,TAYLOR,Abilene,NA,NA,NA,100,NA,NA,100
2318,Walgreens Pharmacy 05161,101 W University Dr,DENTON,Denton,NA,NA,NA,100,NA,NA,100
2319,Walgreens Pharmacy 05377,833 Sw Wilshire Blvd,JOHNSON,Burleson,NA,NA,NA,100,NA,NA,100
2320,Walgreens Pharmacy 05434,1621 W Henderson St,JOHNSON,Cleburne,NA,NA,NA,100,NA,NA,100
2321,Walgreens Pharmacy 05612,3320 Bell St,RANDALL,Amarillo,NA,NA,NA,100,NA,NA,100
2322,Walgreens Pharmacy 05613,5921 Hillside Rd,RANDALL,Amarillo,NA,NA,NA,100,NA,NA,100
2323,Walgreens Pharmacy 05710,18410 Preston Rd,COLLIN,Dallas,NA,NA,NA,100,NA,NA,100
2324,Walgreens Pharmacy 05827,2911 Ridge Rd,ROCKWALL,Rockwall,NA,NA,NA,100,NA,NA,100
2325,Walgreens Pharmacy 05921,1050 E Us Highway 377,HOOD,Granbury,NA,NA,NA,100,NA,NA,100
2326,Walgreens Pharmacy 05960,1103 W Round Grove Rd,DENTON,Lewisville,NA,NA,NA,100,NA,NA,100
2327,Walgreens Pharmacy 05963,3801 Fm 3009,GUADALUPE,Schertz,NA,NA,NA,100,NA,NA,100
2328,Walgreens Pharmacy 06182,15111 Wallisville Rd,HARRIS,Houston,NA,NA,NA,NA,NA,400,400
2329,Walgreens Pharmacy 06196,309 E End Blvd N,HARRISON,Marshall,NA,NA,NA,100,NA,NA,100
2330,Walgreens Pharmacy 06329,720 W Kirby St,COLLIN,Wylie,NA,NA,NA,100,NA,NA,100
2331,Walgreens Pharmacy 06501,2601 S Greorgia,RANDALL,Amarillo,NA,NA,NA,100,NA,NA,100
2332,Walgreens Pharmacy 06542,1100 Geronimo Dr,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100
2333,Walgreens Pharmacy 06562,1201 Ferris Ave,ELLIS,Waxahachie,NA,NA,NA,100,NA,NA,100
2334,Walgreens Pharmacy 06663,4201 E Renner Rd,COLLIN,Richardson,NA,NA,NA,100,NA,NA,100
2335,Walgreens Pharmacy 06907,6600 Airline Dr,HARRIS,Houston,NA,NA,NA,NA,NA,400,400
2336,Walgreens Pharmacy 07242,3603 Lamar Ave,LAMAR,Paris,NA,NA,NA,100,NA,NA,100
2337,Walgreens Pharmacy 07459,1515 Broadway,BRAZORIA,Pearland,NA,NA,NA,100,NA,NA,100
2338,Walgreens Pharmacy 07645,3030 Main St,DENTON,Frisco,NA,NA,NA,100,NA,NA,100
2339,Walgreens Pharmacy 07937,991 N Willis St,TAYLOR,Abilene,NA,NA,NA,100,NA,NA,100
2340,Walgreens Pharmacy 09040,2315 W Washington St,ERATH,Stephenville,NA,NA,NA,200,NA,NA,200
2341,Walgreens Pharmacy 09143,504 Highway 71 W,BASTROP,Bastrop,NA,NA,NA,100,NA,NA,100
2342,Walgreens Pharmacy 09205,1309 Highway 35 N,ARANSAS,Rockport,NA,NA,NA,100,NA,NA,100
2343,Walgreens Pharmacy 09448,606 W Ennis Ave,ELLIS,Ennis,NA,NA,NA,100,NA,NA,100
2344,Walgreens Pharmacy 09721,1481 E Main St,ELLIS,Midlothian,NA,NA,NA,100,NA,NA,100
2345,Walgreens Pharmacy 09739,203 N Mechanic St,WHARTON,El Campo,NA,NA,NA,100,NA,NA,100
2346,Walgreens Pharmacy 09810,1357 E Court St,GUADALUPE,Seguin,NA,NA,NA,100,NA,NA,100
2347,Walgreens Pharmacy 09908,1651 W Univeristy Dr,COLLIN,McKinney,NA,NA,NA,100,NA,NA,100
2348,Walgreens Pharmacy 10139,1305 N Main St,ORANGE,Vidor,NA,NA,NA,100,NA,NA,100
2349,Walgreens Pharmacy 10231,1055 E Main St,JIM WELLS,Alice,NA,NA,NA,200,NA,NA,200
2350,Walgreens Pharmacy 10680,2702 W Wheeler Ave,ARANSAS,Aransas Pass,NA,NA,NA,100,NA,NA,100
2351,Walgreens Pharmacy 10689,300 E Houston St,BEE,Beeville,NA,NA,NA,100,NA,NA,100
2352,Walgreens Pharmacy 10816,1919 E Frankford Rd,DENTON,Carrollton,NA,NA,NA,100,NA,NA,100
2353,Walgreens Pharmacy 10817,451 Fm 548,KAUFMAN,Forney,NA,NA,NA,100,NA,NA,100
2354,Walgreens Pharmacy 10944,2411 S Ray St,WASHINGTON,Brenham,NA,NA,NA,100,NA,NA,100
2355,Walgreens Pharmacy 11131,200 S Colorado St,CALDWELL,Lockhart,NA,NA,NA,100,NA,NA,100
2356,Walgreens Pharmacy 11212,2126 Us Highway 79 S,RUSK,Henderson,NA,NA,NA,100,NA,NA,100
2357,Walgreens Pharmacy 11320,2774 E Eldorado Pkwy,DENTON,Little Elm,NA,NA,NA,100,NA,NA,100
2358,Walgreens Pharmacy 11519,2007 N Goliad St,ROCKWALL,Rockwall,NA,NA,NA,100,NA,NA,100
2359,Walgreens Pharmacy 11567,26731 Us Highway 380 E,DENTON,Aubrey,NA,NA,NA,100,NA,NA,100
2360,Walgreens Pharmacy 11910,1130 S Broadway St,HOPKINS,Sulphur Springs,NA,NA,NA,100,NA,NA,100
2361,Walgreens Pharmacy 11926,200 W Commerce St,BROWN,Brownwood,NA,NA,NA,100,NA,NA,100
2362,Walgreens Pharmacy 12052,100 E Brazos Ave,BRAZORIA,West Columbia,NA,NA,NA,100,NA,NA,100
2363,Walgreens Pharmacy 12293,203 W Ferguson Rd,TITUS,Mount Pleasant,NA,NA,NA,100,NA,NA,100
2364,Walgreens Pharmacy 12355,1790 Texas Ave,ORANGE,Bridge City,NA,NA,NA,100,NA,NA,100
2365,Walgreens Pharmacy 13010,2205 Se 34th Ave,RANDALL,Amarillo,NA,NA,NA,100,NA,NA,100
2366,Walgreens Pharmacy 13447,250 E Main St,UVALDE,Uvalde,NA,NA,NA,100,NA,NA,100
2367,Walgreens Pharmacy 13588,4201 Highway 71 E,BASTROP,Bastrop,NA,NA,NA,100,NA,NA,100
2368,Walgreens Pharmacy 15187,1005 N Judge Ely Blvd,TAYLOR,Abilene,NA,NA,NA,100,NA,NA,100
2369,Walgreens Pharmacy 15461,1560 Bandera Rd,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100
2370,Walgreens Pharmacy 21222,6520 E NORTHWEST HIGHWAY,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100
2371,Walgreens Pharmacy 9947,107 E Ovilla Rd,ELLIS,Red Oak,NA,NA,NA,100,NA,NA,100
2372,Walmart Pharmacy 1042,488 Highway 71 W,BASTROP,Bastrop,NA,NA,NA,NA,NA,300,300
2373,Walmart Pharmacy 283,795 Texas Ave,ORANGE,Bridge City,NA,NA,NA,NA,NA,100,100
2374,Walmart Pharmacy 284,930 N Walnut Creek Dr Ste 800,TARRANT,Mansfield,NA,NA,NA,NA,NA,400,400
2375,Walmart Pharmacy 471,150 N Interstate 35 E,DALLAS,Lancaster,NA,NA,NA,NA,NA,400,400
2376,Walmart Pharmacy 513,201 W Marcy Dr,HOWARD,Big Spring,NA,NA,NA,NA,NA,200,200
2377,Ward Memorial Hospital,406 S Gary Ave,WARD,Monahans,NA,NA,NA,NA,100,NA,100
2378,Warm Springs Rehabilitation Hospital of VictoriaLL,101 James Coleman Drive,VICTORIA,Victoria,NA,NA,NA,NA,100,NA,100
2379,Washington County Ems,1875 Highway 290 W,WASHINGTON,Brenham,NA,NA,NA,NA,NA,2000,2000
2380,Waxahachie Pharmacy LLC,401 N high way 77,ELLIS,Waxahachie,NA,100,NA,100,NA,NA,200
2381,Wcchd Cedar Park,350 Discovery Blvd Ste 102,WILLIAMSON,Cedar Park,NA,200,NA,NA,NA,NA,200
2382,Wcchd Georgetown,100 W 3rd St,WILLIAMSON,Georgetown,NA,NA,NA,100,NA,NA,100
2383,Wcchd Round Rock,355 Texas Ave.,WILLIAMSON,Round Rock,NA,700,NA,NA,NA,NA,700
2384,Wcchd Taylor,115 W 6th St,WILLIAMSON,Taylor,NA,NA,NA,100,NA,NA,100
2385,We Are Blood,4300 N Lamar Blvd,TRAVIS,Austin,NA,200,NA,NA,NA,NA,200
2386,Weatherford Rehabilitation Hospital LLC,703 Eureka Street,PARKER,Weatherford,NA,NA,NA,100,NA,NA,100
2387,Webb County Indigent Health Care,1620 Santa Ursula Ave.,WEBB,Laredo,NA,NA,NA,NA,NA,100,100
2388,Wellmed Ben White,706 W. Ben White Bldg. A,TRAVIS,Austin,NA,NA,NA,100,NA,NA,100
2389,Wellmed Management,1001 James St,HIDALGO,Weslaco,NA,NA,NA,100,NA,NA,100
2390,Wellmed Management,13725 Northwest Blvd,NUECES,Corpus Christi,NA,NA,NA,100,NA,NA,100
2391,Wellmed Management,6157 NW Loop 410,BEXAR,San Antonio,NA,NA,NA,200,NA,NA,200
2392,Wellmed Management,7430 Remcon Circle,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100
2393,Wellmed Management,9380 W Sam Houston Pkwy,HARRIS,Houston,NA,NA,NA,200,NA,NA,200
2394,Wellness 360 (Adult),7703 Floyd Curl Dr,BEXAR,San Antonio,NA,975,2925,NA,NA,5850,9750
2395,Wellness 360 (UTHealth San Antonio),NA,BEXAR,San Antonio,5850,NA,NA,NA,NA,NA,5850
2396,Wellness Pointe - Mount Pleasant,2015 Mulberry Ave Ste 250,TITUS,Mount Pleasant,NA,NA,NA,NA,NA,100,100
2397,Wellness Pointe - Pinetree,1761 W Loop 281,GREGG,Longview,NA,NA,NA,300,NA,NA,300
2398,Wellness Pointe General Medicine 040583,1107 East Marshall Ave Building 3,GREGG,Longview,NA,NA,NA,300,NA,NA,300
2399,Wellness Pointe/Gilmer 040509,602 Titus St Ste 130,UPSHUR,Gilmer,NA,NA,NA,NA,NA,100,100
2400,Wellness Pointe/South 040587,2131 South Mobberly,GREGG,Longview,NA,NA,NA,NA,100,NA,100
2401,West Chambers Medical Clinic,9825 Eagle Dr,CHAMBERS,Baytown,NA,NA,NA,100,NA,NA,100
2402,West Frisco Health And Wellness,4280 Main Street,DENTON,Frisco,NA,500,NA,NA,NA,NA,500
2403,West Houston Community Health Center,19333 Clay Rd,HARRIS,Katy,NA,NA,NA,100,NA,NA,100
2404,West Houston Medical Center - Houston ,12141 Richmond Ave12141 Richmond Ave,HARRIS,Houston,NA,1000,NA,NA,NA,NA,1000
2405,West Oak Med Clinic Pa,407 W Oak St,MCLENNAN,West,NA,NA,NA,100,NA,NA,100
2406,West Oaks Urgent Care,2150 Highway 6 S Ste 100,HARRIS,Houston,NA,1000,NA,NA,NA,NA,1000
2407,West Oaks Urgent Care II,9138 West Rd,HARRIS,Houston,NA,1000,NA,NA,NA,NA,1000
2408,West Oaks Urgent Care III,10450 FM 1464,FORT BEND,Richmond,NA,200,NA,NA,NA,NA,200
2409,West Texas Family Medicine,1806 Quincy St,HALE,Plainview,NA,200,NA,100,NA,NA,300
